Entity,Code,Year,Electricity generation as share of direct primary energy consumption - %
Portugal,PRT,2017,21.922703
Portugal,PRT,2018,22.648796
Portugal,PRT,2019,20.94325
Portugal,PRT,2020,23.995026
Portugal,PRT,2021,23.08659
Portugal,PRT,2022,21.47064
Portugal,PRT,2023,21.877436
Qatar,QAT,1985,5.996066
Qatar,QAT,1986,5.9913163
Qatar,QAT,1987,6.278891
Qatar,QAT,1988,6.2741613
Qatar,QAT,1989,5.975907
Qatar,QAT,1990,6.1417346
Qatar,QAT,1991,5.141345
Qatar,QAT,1992,3.5920076
Qatar,QAT,1993,3.6019914
Qatar,QAT,1994,3.7340195
Qatar,QAT,1995,3.8508346
Qatar,QAT,1996,5.7442255
Qatar,QAT,1997,5.488892
Qatar,QAT,1998,6.0240874
Qatar,QAT,1999,5.9238734
Qatar,QAT,2000,6.770763
Qatar,QAT,2001,7.6758127
Qatar,QAT,2002,7.6665072
Qatar,QAT,2003,7.3401856
Qatar,QAT,2004,6.6963625
Qatar,QAT,2005,6.437983
Qatar,QAT,2006,7.2633066
Qatar,QAT,2007,7.593316
Qatar,QAT,2008,7.608939
Qatar,QAT,2009,8.383506
Qatar,QAT,2010,8.396478
Qatar,QAT,2011,7.8397746
Qatar,QAT,2012,7.833359
Qatar,QAT,2013,7.2070374
Qatar,QAT,2014,7.4435816
Qatar,QAT,2015,7.019629
Qatar,QAT,2016,7.288508
Qatar,QAT,2017,8.105814
Qatar,QAT,2018,8.604038
Qatar,QAT,2019,8.572942
Qatar,QAT,2020,9.663051
Qatar,QAT,2021,9.563304
Qatar,QAT,2022,9.55484
Qatar,QAT,2023,8.880001
Romania,ROU,1985,10.408032
Romania,ROU,1986,10.646783
Romania,ROU,1987,10.076294
Romania,ROU,1988,10.148219
Romania,ROU,1989,10.171655
Romania,ROU,1990,9.019789
Romania,ROU,1991,9.531838
Romania,ROU,1992,10.233611
Romania,ROU,1993,10.849928
Romania,ROU,1994,11.48284
Romania,ROU,1995,11.309409
Romania,ROU,1996,11.781139
Romania,ROU,1997,11.838527
Romania,ROU,1998,12.262617
Romania,ROU,1999,13.429008
Romania,ROU,2000,13.518898
Romania,ROU,2001,13.862941
Romania,ROU,2002,13.585294
Romania,ROU,2003,13.46431
Romania,ROU,2004,13.550242
Romania,ROU,2005,14.362996
Romania,ROU,2006,14.755548
Romania,ROU,2007,15.068272
Romania,ROU,2008,16.232588
Romania,ROU,2009,16.717627
Romania,ROU,2010,17.718962
Romania,ROU,2011,17.156025
Romania,ROU,2012,16.795712
Romania,ROU,2013,18.392763
Romania,ROU,2014,20.321524
Romania,ROU,2015,20.643703
Romania,ROU,2016,20.202452
Romania,ROU,2017,19.287048
Romania,ROU,2018,19.34506
Romania,ROU,2019,18.025938
Romania,ROU,2020,17.710157
Romania,ROU,2021,17.746494
Romania,ROU,2022,17.929695
Romania,ROU,2023,19.197197
Russia,RUS,1985,10.930555
Russia,RUS,1986,11.201388
Russia,RUS,1987,11.373575
Russia,RUS,1988,11.383942
Russia,RUS,1989,11.4562
Russia,RUS,1990,11.353298
Russia,RUS,1991,11.376656
Russia,RUS,1992,11.193915
Russia,RUS,1993,11.443905
Russia,RUS,1994,11.503584
Russia,RUS,1995,11.987953
Russia,RUS,1996,12.258882
Russia,RUS,1997,12.826022
Russia,RUS,1998,12.731252
Russia,RUS,1999,12.922634
Russia,RUS,2000,13.194149
Russia,RUS,2001,13.21975
Russia,RUS,2002,13.239685
Russia,RUS,2003,13.310544
Russia,RUS,2004,13.452776
Russia,RUS,2005,13.787215
Russia,RUS,2006,13.692789
Russia,RUS,2007,13.993762
Russia,RUS,2008,14.171176
Russia,RUS,2009,14.321684
Russia,RUS,2010,14.348733
Russia,RUS,2011,14.049863
Russia,RUS,2012,14.156555
Russia,RUS,2013,14.234027
Russia,RUS,2014,14.244543
Russia,RUS,2015,14.554408
Russia,RUS,2016,14.612028
Russia,RUS,2017,14.528599
Russia,RUS,2018,14.217816
Russia,RUS,2019,14.46635
Russia,RUS,2020,14.670085
Russia,RUS,2021,15.138811
Russia,RUS,2022,14.648241
Russia,RUS,2023,14.66141
Saudi Arabia,SAU,1985,7.078472
Saudi Arabia,SAU,1986,7.096673
Saudi Arabia,SAU,1987,7.8149953
Saudi Arabia,SAU,1988,8.053904
Saudi Arabia,SAU,1989,8.841307
Saudi Arabia,SAU,1990,8.604683
Saudi Arabia,SAU,1991,8.740348
Saudi Arabia,SAU,1992,9.521016
Saudi Arabia,SAU,1993,10.237674
Saudi Arabia,SAU,1994,9.145201
Saudi Arabia,SAU,1995,9.728094
Saudi Arabia,SAU,1996,9.598806
Saudi Arabia,SAU,1997,10.006685
Saudi Arabia,SAU,1998,10.072649
Saudi Arabia,SAU,1999,10.270994
Saudi Arabia,SAU,2000,10.389701
Saudi Arabia,SAU,2001,10.271157
Saudi Arabia,SAU,2002,10.457123
Saudi Arabia,SAU,2003,10.615662
Saudi Arabia,SAU,2004,10.185923
Saudi Arabia,SAU,2005,10.548803
Saudi Arabia,SAU,2006,10.331181
Saudi Arabia,SAU,2007,10.515638
Saudi Arabia,SAU,2008,9.593781
Saudi Arabia,SAU,2009,9.854719
Saudi Arabia,SAU,2010,10.149341
Saudi Arabia,SAU,2011,10.13379
Saudi Arabia,SAU,2012,10.376284
Saudi Arabia,SAU,2013,10.79108
Saudi Arabia,SAU,2014,11.195088
Saudi Arabia,SAU,2015,11.47175
Saudi Arabia,SAU,2016,11.247979
Saudi Arabia,SAU,2017,12.414419
Saudi Arabia,SAU,2018,12.083887
Saudi Arabia,SAU,2019,12.75851
Saudi Arabia,SAU,2020,13.197869
Saudi Arabia,SAU,2021,13.183389
Saudi Arabia,SAU,2022,12.766505
Saudi Arabia,SAU,2023,13.163068
Singapore,SGP,1985,6.960354
Singapore,SGP,1986,6.42676
Singapore,SGP,1987,6.826799
Singapore,SGP,1988,6.500843
Singapore,SGP,1989,6.147942
Singapore,SGP,1990,5.722467
Singapore,SGP,1991,5.974774
Singapore,SGP,1992,5.8859515
Singapore,SGP,1993,5.822495
Singapore,SGP,1994,5.5497513
Singapore,SGP,1995,5.678987
Singapore,SGP,1996,6.1002703
Singapore,SGP,1997,6.4787197
Singapore,SGP,1998,6.7886815
Singapore,SGP,1999,7.134069
Singapore,SGP,2000,7.153468
Singapore,SGP,2001,6.6133156
Singapore,SGP,2002,7.198335
Singapore,SGP,2003,7.78516
Singapore,SGP,2004,7.2376256
Singapore,SGP,2005,7.1276283
Singapore,SGP,2006,6.6884866
Singapore,SGP,2007,6.478996
Singapore,SGP,2008,6.154917
Singapore,SGP,2009,5.744208
Singapore,SGP,2010,5.8709917
Singapore,SGP,2011,5.737033
Singapore,SGP,2012,5.8415623
Singapore,SGP,2013,5.9084077
Singapore,SGP,2014,5.9596334
Singapore,SGP,2015,5.732275
Singapore,SGP,2016,5.57455
Singapore,SGP,2017,5.510628
Singapore,SGP,2018,5.5799417
Singapore,SGP,2019,5.8324847
Singapore,SGP,2020,5.837982
Singapore,SGP,2021,6.136513
Singapore,SGP,2022,6.4730177
Singapore,SGP,2023,5.962373
Slovakia,SVK,1985,10.31039
Slovakia,SVK,1986,11.357826
Slovakia,SVK,1987,10.837947
Slovakia,SVK,1988,10.4888115
Slovakia,SVK,1989,10.866928
Slovakia,SVK,1990,11.452974
Slovakia,SVK,1991,12.25517
Slovakia,SVK,1992,12.25415
Slovakia,SVK,1993,13.207571
Slovakia,SVK,1994,14.538744
Slovakia,SVK,1995,14.749994
Slovakia,SVK,1996,13.968747
Slovakia,SVK,1997,13.987703
Slovakia,SVK,1998,14.275982
Slovakia,SVK,1999,15.7537155
Slovakia,SVK,2000,17.205265
Slovakia,SVK,2001,17.335196
Slovakia,SVK,2002,17.522406
Slovakia,SVK,2003,17.097683
Slovakia,SVK,2004,17.187052
Slovakia,SVK,2005,16.798096
Slovakia,SVK,2006,17.359924
Slovakia,SVK,2007,16.271278
Slovakia,SVK,2008,16.360937
Slovakia,SVK,2009,16.241356
Slovakia,SVK,2010,16.111202
Slovakia,SVK,2011,17.332748
Slovakia,SVK,2012,18.299314
Slovakia,SVK,2013,18.059155
Slovakia,SVK,2014,18.70924
Slovakia,SVK,2015,17.99197
Slovakia,SVK,2016,17.920029
Slovakia,SVK,2017,17.20013
Slovakia,SVK,2018,16.872063
Slovakia,SVK,2019,18.848324
Slovakia,SVK,2020,19.589312
Slovakia,SVK,2021,18.62901
Slovakia,SVK,2022,18.20879
Slovakia,SVK,2023,20.28028
Slovenia,SVN,1990,22.696585
Slovenia,SVN,1991,23.987059
Slovenia,SVN,1992,24.317362
Slovenia,SVN,1993,22.376938
Slovenia,SVN,1994,23.120268
Slovenia,SVN,1995,21.789246
Slovenia,SVN,1996,20.863598
Slovenia,SVN,1997,20.43429
Slovenia,SVN,1998,21.427376
Slovenia,SVN,1999,21.01856
Slovenia,SVN,2000,21.93228
Slovenia,SVN,2001,22.222775
Slovenia,SVN,2002,22.371765
Slovenia,SVN,2003,21.25357
Slovenia,SVN,2004,22.61177
Slovenia,SVN,2005,22.11339
Slovenia,SVN,2006,21.772907
Slovenia,SVN,2007,21.659142
Slovenia,SVN,2008,21.851406
Slovenia,SVN,2009,24.146708
Slovenia,SVN,2010,23.692955
Slovenia,SVN,2011,23.806023
Slovenia,SVN,2012,23.928982
Slovenia,SVN,2013,24.967794
Slovenia,SVN,2014,28.007479
Slovenia,SVN,2015,25.403824
Slovenia,SVN,2016,26.064732
Slovenia,SVN,2017,25.316967
Slovenia,SVN,2018,24.908005
Slovenia,SVN,2019,25.344055
Slovenia,SVN,2020,28.927101
Slovenia,SVN,2021,26.433706
Slovenia,SVN,2022,24.079887
Slovenia,SVN,2023,28.57604
South Africa,ZAF,1985,15.880477
South Africa,ZAF,1986,16.248274
South Africa,ZAF,1987,16.349833
South Africa,ZAF,1988,15.552345
South Africa,ZAF,1989,16.842388
South Africa,ZAF,1990,16.52158
South Africa,ZAF,1991,16.805199
South Africa,ZAF,1992,16.667334
South Africa,ZAF,1993,17.269562
South Africa,ZAF,1994,17.313889
South Africa,ZAF,1995,17.03499
South Africa,ZAF,1996,17.938824
South Africa,ZAF,1997,18.48703
South Africa,ZAF,1998,18.396002
South Africa,ZAF,1999,17.52666
South Africa,ZAF,2000,18.188496
South Africa,ZAF,2001,17.991861
South Africa,ZAF,2002,19.442204
South Africa,ZAF,2003,18.998667
South Africa,ZAF,2004,18.166216
South Africa,ZAF,2005,19.193369
South Africa,ZAF,2006,19.487438
South Africa,ZAF,2007,19.713894
South Africa,ZAF,2008,18.0084
South Africa,ZAF,2009,17.47596
South Africa,ZAF,2010,18.046804
South Africa,ZAF,2011,18.508823
South Africa,ZAF,2012,18.426561
South Africa,ZAF,2013,18.244839
South Africa,ZAF,2014,17.977486
South Africa,ZAF,2015,18.059338
South Africa,ZAF,2016,17.519094
South Africa,ZAF,2017,17.812561
South Africa,ZAF,2018,18.540897
South Africa,ZAF,2019,17.486189
South Africa,ZAF,2020,17.673805
South Africa,ZAF,2021,17.98622
South Africa,ZAF,2022,18.213604
South Africa,ZAF,2023,17.414803
South America,,1985,15.117166
South America,,1986,15.304528
South America,,1987,15.562895
South America,,1988,15.864429
South America,,1989,16.018755
South America,,1990,16.388323
South America,,1991,16.95989
South America,,1992,16.64868
South America,,1993,17.139847
South America,,1994,16.911211
South America,,1995,16.963173
South America,,1996,17.096914
South America,,1997,17.14736
South America,,1998,17.340633
South America,,1999,17.848745
South America,,2000,18.087276
South America,,2001,17.608088
South America,,2002,18.16693
South America,,2003,19.093851
South America,,2004,18.9222
South America,,2005,19.173395
South America,,2006,19.106302
South America,,2007,18.983973
South America,,2008,18.983898
South America,,2009,19.405813
South America,,2010,19.367682
South America,,2011,19.288326
South America,,2012,19.263168
South America,,2013,19.446949
South America,,2014,19.094532
South America,,2015,19.704388
South America,,2016,20.052755
South America,,2017,20.024239
South America,,2018,20.737017
South America,,2019,21.229454
South America,,2020,23.01141
South America,,2021,21.719204
South America,,2022,21.37888
South Korea,KOR,1985,10.6728115
South Korea,KOR,1986,10.847565
South Korea,KOR,1987,11.522307
South Korea,KOR,1988,11.798941
South Korea,KOR,1989,12.199811
South Korea,KOR,1990,12.343673
South Korea,KOR,1991,12.01624
South Korea,KOR,1992,11.717247
South Korea,KOR,1993,11.766303
South Korea,KOR,1994,12.260285
South Korea,KOR,1995,12.504236
South Korea,KOR,1996,12.554214
South Korea,KOR,1997,12.430114
South Korea,KOR,1998,13.377918
South Korea,KOR,1999,13.623308
South Korea,KOR,2000,14.264227
South Korea,KOR,2001,14.827264
South Korea,KOR,2002,15.205139
South Korea,KOR,2003,15.51638
South Korea,KOR,2004,15.997218
South Korea,KOR,2005,16.494232
South Korea,KOR,2006,16.761541
South Korea,KOR,2007,17.044075
South Korea,KOR,2008,17.490927
South Korea,KOR,2009,17.71632
South Korea,KOR,2010,17.820944
South Korea,KOR,2011,17.821049
South Korea,KOR,2012,17.976065
South Korea,KOR,2013,18.016605
South Korea,KOR,2014,18.158108
South Korea,KOR,2015,18.15438
South Korea,KOR,2016,17.996964
South Korea,KOR,2017,18.177336
South Korea,KOR,2018,18.281729
South Korea,KOR,2019,18.48015
South Korea,KOR,2020,19.073225
South Korea,KOR,2021,18.959303
South Korea,KOR,2022,19.542515
South Korea,KOR,2023,19.920422
South and Central America (EI),,1985,14.387574
South and Central America (EI),,1986,14.622089
South and Central America (EI),,1987,14.894022
South and Central America (EI),,1988,15.169493
South and Central America (EI),,1989,15.257832
South and Central America (EI),,1990,15.6110525
South and Central America (EI),,1991,16.102583
South and Central America (EI),,1992,16.035477
South and Central America (EI),,1993,16.434988
South and Central America (EI),,1994,16.24946
South and Central America (EI),,1995,16.337997
South and Central America (EI),,1996,16.463732
South and Central America (EI),,1997,16.518473
South and Central America (EI),,1998,16.713066
South and Central America (EI),,1999,17.262804
South and Central America (EI),,2000,17.386545
South and Central America (EI),,2001,16.909632
South and Central America (EI),,2002,17.354795
South and Central America (EI),,2003,18.10615
South and Central America (EI),,2004,17.860619
South and Central America (EI),,2005,18.173206
South and Central America (EI),,2006,18.092142
South and Central America (EI),,2007,18.094305
South and Central America (EI),,2008,18.218973
South and Central America (EI),,2009,18.770617
South and Central America (EI),,2010,18.668896
South and Central America (EI),,2011,18.684814
South and Central America (EI),,2012,18.732063
South and Central America (EI),,2013,18.828894
South and Central America (EI),,2014,18.754145
South and Central America (EI),,2015,18.97955
South and Central America (EI),,2016,19.343636
South and Central America (EI),,2017,19.302498
South and Central America (EI),,2018,19.804007
South and Central America (EI),,2019,20.249477
South and Central America (EI),,2020,22.242966
South and Central America (EI),,2021,21.149632
South and Central America (EI),,2022,20.85338
South and Central America (EI),,2023,21.13363
Spain,ESP,1985,15.660044
Spain,ESP,1986,15.678362
Spain,ESP,1987,15.686999
Spain,ESP,1988,16.19878
Spain,ESP,1989,15.879122
Spain,ESP,1990,16.4639
Spain,ESP,1991,16.28977
Spain,ESP,1992,15.386263
Spain,ESP,1993,16.002974
Spain,ESP,1994,15.763701
Spain,ESP,1995,15.434553
Spain,ESP,1996,16.007608
Spain,ESP,1997,16.543707
Spain,ESP,1998,16.162321
Spain,ESP,1999,16.07154
Spain,ESP,2000,16.495152
Spain,ESP,2001,16.952673
Spain,ESP,2002,16.755785
Spain,ESP,2003,17.433989
Spain,ESP,2004,18.02017
Spain,ESP,2005,18.186253
Spain,ESP,2006,18.684275
Spain,ESP,2007,18.557165
Spain,ESP,2008,19.853868
Spain,ESP,2009,20.325544
Spain,ESP,2010,20.997038
Spain,ESP,2011,20.618656
Spain,ESP,2012,21.093842
Spain,ESP,2013,21.76039
Spain,ESP,2014,21.584444
Spain,ESP,2015,21.077457
Spain,ESP,2016,20.622622
Spain,ESP,2017,19.989826
Spain,ESP,2018,19.842009
Spain,ESP,2019,20.206652
Spain,ESP,2020,22.643358
Spain,ESP,2021,21.874712
Spain,ESP,2022,22.006584
Spain,ESP,2023,21.559725
Sri Lanka,LKA,1985,11.733766
Sri Lanka,LKA,1986,12.124281
Sri Lanka,LKA,1987,11.494174
Sri Lanka,LKA,1988,12.473673
Sri Lanka,LKA,1989,13.408826
Sri Lanka,LKA,1990,13.272013
Sri Lanka,LKA,1991,14.232906
Sri Lanka,LKA,1992,13.446972
Sri Lanka,LKA,1993,14.482681
Sri Lanka,LKA,1994,14.717009
Sri Lanka,LKA,1995,15.046366
Sri Lanka,LKA,1996,12.408456
Sri Lanka,LKA,1997,13.721787
Sri Lanka,LKA,1998,14.370223
Sri Lanka,LKA,1999,14.765339
Sri Lanka,LKA,2000,14.34299
Sri Lanka,LKA,2001,14.506162
Sri Lanka,LKA,2002,14.364908
Sri Lanka,LKA,2003,15.654471
Sri Lanka,LKA,2004,16.888563
Sri Lanka,LKA,2005,15.942753
Sri Lanka,LKA,2006,16.347963
Sri Lanka,LKA,2007,16.413097
Sri Lanka,LKA,2008,17.695595
Sri Lanka,LKA,2009,17.226696
Sri Lanka,LKA,2010,18.03101
Sri Lanka,LKA,2011,17.14561
Sri Lanka,LKA,2012,16.430761
Sri Lanka,LKA,2013,17.84369
Sri Lanka,LKA,2014,15.627747
Sri Lanka,LKA,2015,16.316498
Sri Lanka,LKA,2016,15.273804
Sri Lanka,LKA,2017,14.905568
Sri Lanka,LKA,2018,15.3747
Sri Lanka,LKA,2019,15.468103
Sri Lanka,LKA,2020,16.540546
Sri Lanka,LKA,2021,17.800234
Sri Lanka,LKA,2022,21.735174
Sri Lanka,LKA,2023,19.740103
Sweden,SWE,1985,31.088043
Sweden,SWE,1986,29.831928
Sweden,SWE,1987,33.840225
Sweden,SWE,1988,35.057297
Sweden,SWE,1989,35.326122
Sweden,SWE,1990,39.164856
Sweden,SWE,1991,39.38185
Sweden,SWE,1992,37.786755
Sweden,SWE,1993,37.887386
Sweden,SWE,1994,36.156914
Sweden,SWE,1995,37.116318
Sweden,SWE,1996,34.500805
Sweden,SWE,1997,37.00013
Sweden,SWE,1998,38.024483
Sweden,SWE,1999,37.891624
Sweden,SWE,2000,37.93888
Sweden,SWE,2001,40.182888
Sweden,SWE,2002,37.69617
Sweden,SWE,2003,35.99549
Sweden,SWE,2004,38.325623
Sweden,SWE,2005,40.30021
Sweden,SWE,2006,37.657425
Sweden,SWE,2007,39.036114
Sweden,SWE,2008,39.627106
Sweden,SWE,2009,39.55007
Sweden,SWE,2010,39.817024
Sweden,SWE,2011,42.005573
Sweden,SWE,2012,45.721138
Sweden,SWE,2013,43.950832
Sweden,SWE,2014,44.470783
Sweden,SWE,2015,45.77535
Sweden,SWE,2016,43.94895
Sweden,SWE,2017,44.975136
Sweden,SWE,2018,47.022465
Sweden,SWE,2019,47.333218
Sweden,SWE,2020,48.585217
Sweden,SWE,2021,47.759933
Sweden,SWE,2022,49.919704
Sweden,SWE,2023,49.621174
Switzerland,CHE,1985,25.714767
Switzerland,CHE,1986,24.61231
Switzerland,CHE,1987,26.325113
Switzerland,CHE,1988,26.588938
Switzerland,CHE,1989,25.158724
Switzerland,CHE,1990,24.43743
Switzerland,CHE,1991,24.712616
Switzerland,CHE,1992,24.98671
Switzerland,CHE,1993,26.560377
Switzerland,CHE,1994,27.45991
Switzerland,CHE,1995,27.51491
Switzerland,CHE,1996,25.056982
Switzerland,CHE,1997,26.115374
Switzerland,CHE,1998,26.028418
Switzerland,CHE,1999,27.672295
Switzerland,CHE,2000,27.286343
Switzerland,CHE,2001,27.44978
Switzerland,CHE,2002,26.784834
Switzerland,CHE,2003,27.028807
Switzerland,CHE,2004,26.13064
Switzerland,CHE,2005,24.086126
Switzerland,CHE,2006,25.590946
Switzerland,CHE,2007,27.624428
Switzerland,CHE,2008,27.027462
Switzerland,CHE,2009,27.534496
Switzerland,CHE,2010,26.622454
Switzerland,CHE,2011,27.34031
Switzerland,CHE,2012,28.290575
Switzerland,CHE,2013,27.94922
Switzerland,CHE,2014,30.527178
Switzerland,CHE,2015,28.8552
Switzerland,CHE,2016,27.973494
Switzerland,CHE,2017,27.182701
Switzerland,CHE,2018,29.988873
Switzerland,CHE,2019,30.76285
Switzerland,CHE,2020,33.345753
Switzerland,CHE,2021,31.073666
Switzerland,CHE,2022,31.309326
Switzerland,CHE,2023,34.22792
Taiwan,TWN,1985,16.693363
Taiwan,TWN,1986,16.805355
Taiwan,TWN,1987,17.450363
Taiwan,TWN,1988,16.888912
Taiwan,TWN,1989,17.281801
Taiwan,TWN,1990,17.654224
Taiwan,TWN,1991,18.218796
Taiwan,TWN,1992,18.187006
Taiwan,TWN,1993,18.514837
Taiwan,TWN,1994,18.829342
Taiwan,TWN,1995,18.819992
Taiwan,TWN,1996,19.315105
Taiwan,TWN,1997,19.190056
Taiwan,TWN,1998,19.629559
Taiwan,TWN,1999,19.345602
Taiwan,TWN,2000,19.68306
Taiwan,TWN,2001,19.307444
Taiwan,TWN,2002,19.573221
Taiwan,TWN,2003,19.605562
Taiwan,TWN,2004,19.615732
Taiwan,TWN,2005,20.185068
Taiwan,TWN,2006,20.305237
Taiwan,TWN,2007,20.085718
Taiwan,TWN,2008,20.493675
Taiwan,TWN,2009,20.421808
Taiwan,TWN,2010,20.38439
Taiwan,TWN,2011,20.891691
Taiwan,TWN,2012,20.918848
Taiwan,TWN,2013,20.67186
Taiwan,TWN,2014,20.780432
Taiwan,TWN,2015,20.498177
Taiwan,TWN,2016,20.78558
Taiwan,TWN,2017,20.997004
Taiwan,TWN,2018,21.273258
Taiwan,TWN,2019,21.793024
Taiwan,TWN,2020,22.931097
Taiwan,TWN,2021,22.30806
Taiwan,TWN,2022,23.116068
Taiwan,TWN,2023,23.620415
Thailand,THA,1985,12.579961
Thailand,THA,1986,12.872626
Thailand,THA,1987,12.804065
Thailand,THA,1988,12.8234625
Thailand,THA,1989,12.873237
Thailand,THA,1990,12.813948
Thailand,THA,1991,13.135261
Thailand,THA,1992,13.609879
Thailand,THA,1993,13.260848
Thailand,THA,1994,13.262706
Thailand,THA,1995,13.248678
Thailand,THA,1996,12.766834
Thailand,THA,1997,12.902226
Thailand,THA,1998,13.475731
Thailand,THA,1999,12.7488785
Thailand,THA,2000,13.102722
Thailand,THA,2001,13.134732
Thailand,THA,2002,13.0311985
Thailand,THA,2003,12.949901
Thailand,THA,2004,12.736496
Thailand,THA,2005,12.9589815
Thailand,THA,2006,13.358618
Thailand,THA,2007,13.46231
Thailand,THA,2008,13.7051525
Thailand,THA,2009,13.368044
Thailand,THA,2010,13.554828
Thailand,THA,2011,12.886436
Thailand,THA,2012,13.335435
Thailand,THA,2013,13.08887
Thailand,THA,2014,13.068179
Thailand,THA,2015,13.168439
Thailand,THA,2016,13.085774
Thailand,THA,2017,12.667582
Thailand,THA,2018,12.431111
Thailand,THA,2019,13.066269
Thailand,THA,2020,13.288983
Thailand,THA,2021,13.197525
Thailand,THA,2022,13.519427
Thailand,THA,2023,14.27077
Trinidad and Tobago,TTO,1985,5.119568
Trinidad and Tobago,TTO,1986,5.362698
Trinidad and Tobago,TTO,1987,6.0105524
Trinidad and Tobago,TTO,1988,5.473723
Trinidad and Tobago,TTO,1989,5.4726796
Trinidad and Tobago,TTO,1990,5.146689
Trinidad and Tobago,TTO,1991,5.367264
Trinidad and Tobago,TTO,1992,5.420536
Trinidad and Tobago,TTO,1993,4.9361067
Trinidad and Tobago,TTO,1994,4.96576
Trinidad and Tobago,TTO,1995,4.846589
Trinidad and Tobago,TTO,1996,4.507331
Trinidad and Tobago,TTO,1997,4.952455
Trinidad and Tobago,TTO,1998,5.05607
Trinidad and Tobago,TTO,1999,4.617554
Trinidad and Tobago,TTO,2000,4.724562
Trinidad and Tobago,TTO,2001,4.4439497
Trinidad and Tobago,TTO,2002,4.123124
Trinidad and Tobago,TTO,2003,4.161541
Trinidad and Tobago,TTO,2004,3.7886071
Trinidad and Tobago,TTO,2005,3.7665622
Trinidad and Tobago,TTO,2006,3.3059173
Trinidad and Tobago,TTO,2007,3.4699917
Trinidad and Tobago,TTO,2008,3.5453293
Trinidad and Tobago,TTO,2009,3.6222436
Trinidad and Tobago,TTO,2010,3.6315508
Trinidad and Tobago,TTO,2011,3.7999814
Trinidad and Tobago,TTO,2012,4.037129
Trinidad and Tobago,TTO,2013,4.1564217
Trinidad and Tobago,TTO,2014,4.1124473
Trinidad and Tobago,TTO,2015,4.3180227
Trinidad and Tobago,TTO,2016,4.8118715
Trinidad and Tobago,TTO,2017,4.501104
Trinidad and Tobago,TTO,2018,4.7569466
Trinidad and Tobago,TTO,2019,4.713194
Trinidad and Tobago,TTO,2020,5.450673
Trinidad and Tobago,TTO,2021,5.354731
Trinidad and Tobago,TTO,2022,5.443508
Trinidad and Tobago,TTO,2023,5.9299674
Turkey,TUR,1985,9.439442
Turkey,TUR,1986,9.988924
Turkey,TUR,1987,10.010759
Turkey,TUR,1988,10.21001
Turkey,TUR,1989,10.788616
Turkey,TUR,1990,11.154159
Turkey,TUR,1991,11.39827
Turkey,TUR,1992,12.23284
Turkey,TUR,1993,12.541508
Turkey,TUR,1994,13.637031
Turkey,TUR,1995,13.476916
Turkey,TUR,1996,13.64973
Turkey,TUR,1997,14.120465
Turkey,TUR,1998,14.855196
Turkey,TUR,1999,15.722968
Turkey,TUR,2000,15.493124
Turkey,TUR,2001,16.575108
Turkey,TUR,2002,16.174192
Turkey,TUR,2003,16.572014
Turkey,TUR,2004,16.886444
Turkey,TUR,2005,17.520926
Turkey,TUR,2006,17.222012
Turkey,TUR,2007,17.290573
Turkey,TUR,2008,17.796185
Turkey,TUR,2009,17.320694
Turkey,TUR,2010,18.28744
Turkey,TUR,2011,18.56878
Turkey,TUR,2012,18.3117
Turkey,TUR,2013,18.55896
Turkey,TUR,2014,18.445395
Turkey,TUR,2015,18.054976
Turkey,TUR,2016,18.034746
Turkey,TUR,2017,18.054909
Turkey,TUR,2018,18.466543
Turkey,TUR,2019,18.405222
Turkey,TUR,2020,18.751534
Turkey,TUR,2021,18.689148
Turkey,TUR,2022,18.385656
Turkey,TUR,2023,18.620146
Turkmenistan,TKM,1985,7.678106
Turkmenistan,TKM,1986,6.9601917
Turkmenistan,TKM,1987,7.4881053
Turkmenistan,TKM,1988,7.2269444
Turkmenistan,TKM,1989,7.9156885
Turkmenistan,TKM,1990,9.074415
Turkmenistan,TKM,1991,10.226507
Turkmenistan,TKM,1992,9.568558
Turkmenistan,TKM,1993,9.910316
Turkmenistan,TKM,1994,7.7588587
Turkmenistan,TKM,1995,9.500105
Turkmenistan,TKM,1996,6.41871
Turkmenistan,TKM,1997,7.700904
Turkmenistan,TKM,1998,6.695673
Turkmenistan,TKM,1999,7.1874065
Turkmenistan,TKM,2000,7.581121
Turkmenistan,TKM,2001,6.9733477
Turkmenistan,TKM,2002,8.209558
Turkmenistan,TKM,2003,6.4302974
Turkmenistan,TKM,2004,6.383414
Turkmenistan,TKM,2005,7.3037686
Turkmenistan,TKM,2006,7.581957
Turkmenistan,TKM,2007,8.966434
Turkmenistan,TKM,2008,9.736157
Turkmenistan,TKM,2009,7.0416846
Turkmenistan,TKM,2010,6.7516026
Turkmenistan,TKM,2011,6.4502296
Turkmenistan,TKM,2012,5.634151
Turkmenistan,TKM,2013,7.0405216
Turkmenistan,TKM,2014,7.1910577
Turkmenistan,TKM,2015,6.980106
Turkmenistan,TKM,2016,6.45423
Turkmenistan,TKM,2017,6.935426
Turkmenistan,TKM,2018,6.147694
Turkmenistan,TKM,2019,6.4393067
Turkmenistan,TKM,2020,5.123125
Turkmenistan,TKM,2021,5.0871015
Turkmenistan,TKM,2022,5.095048
Turkmenistan,TKM,2023,7.524736
Ukraine,UKR,1985,10.470706
Ukraine,UKR,1986,10.328561
Ukraine,UKR,1987,10.499686
Ukraine,UKR,1988,11.361886
Ukraine,UKR,1989,11.749195
